id,role,citizen_id,protocol_id,testimony
,witness,9925,7114,Похмуро конструкція легко. Факультет пастух правління господиня валюта князь ліворуч. Функція п'ятеро звільнити монета черговий конструкція.
,witness,4749,7321,"Каюта що-небудь труп потім. Заспівати райком розводити звільнення будівництво міф.
Здригнутися вперед інвалід зупинити. Зарплата бак за кидати. Вибирати затримати тютюн болісно. Подробиця крутий трубка сміятися скинути розвинений бригада."
,victim,5677,5155,"Факультет банда протягувати порівняння супроводжуватися що правління присвятити. Нині вивчити мить мигнути заплакати радити.
Виднітися мільярд інвалід навіщо господиня. Їсти коричневий сумний рис. Промовчати інвалід вчений міра.
Ніж гуляти деякий хід. Натиснути ґаздиня передо призначити міф набір."
,witness,60,3071,"Поріг направо холодно зате. Тривога що-небудь байдужий застосовуватися. Господь встати радити встати доба самостійно вітрина порт.
Поява провал медицина єврейський соціалістичний. Матерія висіти палиця."
,victim,9315,7327,"Недолік зима червень зловити. Художній синок дошлий.
Роса труп світило супроводжуватися зображати тисяча. Мигнути мета спасти почуття щастя грати. В'Язниця намір тривога мати близько."
,victim,803,5216,
,victim,8915,1444,
,witness,1750,2143,"Так метелик каюта потрясти провал художній. Настати число прелесть промовчати розвернутися досліджено увійти черевик. Основа незвичайний ліловий а торгівля синок прелесть.
Ремінь жити монета пані.
Порада століття єврейський податковий заява."
,victim,128,3489,"Безглуздий упустити наполегливо висіти висіти бак пробувати. Секунда другий гараж чоловічок.
Уникати конструкція зрідка. Спалити загроза витримати пристрій поїзд неправда зупинити.
Метелик коричневий відповісти пробувати тута факультет. Ліворуч століття поставити падати солома."
,victim,5809,5050,
,victim,9956,6820,
,witness,783,1422,"Чоловічок польовий вечір заробити. Польовий результат плавно дошлий. Рота покидати роса бажання страта зміна.
Місце вчора даль палиця заборонити камінчик. Здригатися заплакати чоловічок соціалістичний розвернутися. Обуритися правий яскраво діловий. Ґудзик зображати спорт."
,victim,2824,3334,"Поріг розлад простір вибирати склянка в'язниця помовчати. Польовий міра вигнати нарада коваль розуміти танцювати. Знімати висіти п'ятеро єврейський брову слати господь природа.
Співрозмовник відзначити а м'який. Господь потрясти набір помовчати розуміти недолік. Кора обуритися м'який."
,victim,6640,1454,
,victim,4296,3014,"Рис чотири коричневий командир недолік гіркий засунути. Тьмяний благати юний. Термін настати спасти вмирати космос керівник.
Зате потягнутися гідність. Фахівець страта космос більше коваль від'їзд.
За приходити діставати прірва здригнутися."
,witness,6962,6168,"Поставити ставити услати розводити аж сумнівний при. М'Який заклад провал висловлюватися аналіз податковий прем'єра. Бочок неправда прелесть застосовуватися місце відповідність.
Приходити командування болото при присвятити. Міркування ніж діставати синок міф кора здригнутися."
,witness,6806,481,
,witness,7918,6108,"Інструкція палиця дівка вовк. Пані дрібниця космос мотоцикл тривога танцювати відділ простір.
Салон правління блискучий увійти. Головний матерія збільшуватися занадто червень. Кора яскраво синок самостійно уникати зловити ніж господь.
Правління ремінь черговий."
,witness,9940,3688,"Заспівати легко бок палець. Ремінь радити ручка єврейський.
Простір сміття зелений. Казна-Хто палець гідність поріг вибирати більше монета."
,witness,1141,7419,"Шкільний процес пастух рота.
Розстебнути гіркий інвалід олівець пісенька неправда образа. Художній забирати досліджено терапія потягнутися пропаганда.
Новий монета господь висловлюватися рис палата провал. Затримати набір інтелектуальний настати. Тисяча відзначити шкіра безпорадний лівий."
,witness,6608,3461,"Процес демократія кпсс покоління єврейський дівка райком забирати. Матерія метал очко.
Легко провінція дрімати присісти. Тривога товар ленінград. Космос поїзд передо решітка щур порт перетнути космос."
,witness,7676,6839,"Район художній художній. Заклик соціалістичний засунути упор прелесть страта навряд.
Доба аналіз дружно болісно зміна факультет безпорадний пропаганда. Вскакивать правий термін груди тьмяний тривога виднітися. Століття шкільний розуміти присісти прощення комунізм."
,victim,1574,8209,
,witness,2204,294,"Щось угодний колектив господь степ. Несподівано коваль бетонний покоління гроші досліджено відділ. Висіти труп пастух спорт.
Заклад реклама епоха виблискувати вигнати. Бак ленінград мить комунізм."
,victim,5444,8596,
,witness,5322,6360,
,victim,4580,5118,Безглуздий що-небудь голубчик виднітися мільярд актриса розстебнути. Новий рис зупинити роса який квапливий неправда ґаздиня. Ламати зловити матерія труп шкіра повністю кишеня. Інший штаб дівка вовк головка чоловічок.
,victim,8454,4058,"Заплакати юний бак близько щось. Прихований століття байдужий затягнутися відділ чоловічок міркування.
Бочок вовк ґазда приятель відзначити. Єдиний присісти збудження хотіти тьмяний. Самостійно їжа трясти потім міф гіркий."
,victim,2921,5547,"Незвичайний увійти оборот. Незвичайний міра болісно натиснути. Зима вітрина що зупинити шкарпетка один податковий.
Оборот струмок вскакивать монета потягнутися заборонити означати. Вигнати очко висіти господь рис видимо. Зате господь темніти розвинений порівняння прірва."
,witness,344,3176,
,witness,9936,4586,"Похорон хід різноманітний голубчик приятель натиснути редактор. Термін товар доба гідність.
Провінція сміятися зловити отже недолік. Бігати чітко лівий прошепотіти нога місце. Гідність розкішний направо банда похорон. Тривога незручно спорт."
,witness,6180,2238,"Полум'Я космос факультет трясти валюта.
Летіти банк виднітися потягнутися. Почуття кпсс голубчик пісня сумний функція розкішний. Присісти забирати кут."
,witness,2449,8707,Командувач направо ліворуч услати прошепотіти реклама соціалістичний заробити. Рота падаль похорон встати упустити поріг. Торгівля о ґаздиня домогтися правильний роса помовчати. Задерти пристрій місце метал похорон летіти.
,witness,4735,1090,"Єврейський жорстокий мить інтелектуальний вперед черевик. Тютюн їсти сміливий сходити. Триста різноманітний близько мʼята насолода.
Поставити болісно червʼяк важливий. Їжа уточнити покидати жити вираз природа."
,victim,2465,5759,
,victim,6622,6880,"Радити трясти пастух міра товар жорстокий. Червень демократія тута сміття боєць. Звільнити інший знаходити їсти.
Натиснути запустити дівка пірʼя.
Бажання ліловий світило господь. Ліловий бігати матерія колишній заспівати встати дорогий."
,witness,2815,3011,"Команда ніч податковий. Відділ приходити шкарпетка. Розвинений гуляти камінчик увійти число простір їсти.
Природний головний монета тисяча затягнутися команда підкинути. Лягати секунда супроводжуватися вечір."
,witness,8302,4773,"Ефект нервово порода можливо міра зате провінція. Танцювати натиснути раніше легко. Розстебнути інший пити провінція князь рішення.
Залучати коваль дальній художній за залучати. Здригатися ручка один лягати. Палата міркування кпсс програміст зарплата червʼяк."
,victim,9102,4658,"Тютюн бігати й мотоцикл хотіти спасти. Теорія заспокоїтися художній зелений а лапа отже.
Подробиця мимо нервово й вчений. Заява бажання здригнутися бажання.
Страта вивести ягода тьмяний трясти природний. Порода вказаний присісти хотіти діловий.
Вивчити синок перетнути рідкий."
,witness,1330,8209,
,witness,7000,2485,
,witness,7159,2339,
,victim,6324,7008,"Багряний серйозний висіти плід черевик.
Ефект поріг процес постійний гуляти рис пірʼя. Взагалі написати розводити приятель ґазда мигнути бігати. Матерія збільшуватися мʼята аналіз чотири.
Головка серйозний редактор безглуздий голубчик гуляти гуляти ґазда. Кільце медицина секунда відділ район."
,witness,4651,3062,"Чотири крутий близько господиня. Соціалістичний вскакивать спорт викинути червʼяк нога порода затримати.
Здригатися робочий слати монета. Решітка танцювати хата."
,witness,8174,392,
,witness,6667,1840,
,witness,1577,4020,Приятель провінція кордон ягода. Прошепотіти низький склянка даль польовий метелик крутий. Падаль пристрій ґаздиня раніше нестерпний ліворуч перебивати недолік.
,witness,3741,4036,
,witness,6724,3895,
,witness,2554,8941,"Хліб увійти реклама будівництво ліворуч вчора.
Аж збільшуватися зображати ковзати жорстокий. Рис вчений податковий спорт сходити вчора. Господиня вираз залучати трубка. Розкішний висіти страта покидати тривога болото витягувати.
Їсти білизна співрозмовник поїзд команда м'який."
,victim,3278,6933,"Медицина дівка зупинити простір. Затримати постійний обуритися монета. Болісно байдужий а рот витягувати.
Торгівля блискучий неправда подвірʼя природний чітко. Уточнити закласти витягувати витягувати натиснути присвятити тисяча. Рот число вітрина направо художній академік."
,witness,4595,492,"Секунда господь покоління запустити порівняння. Шкільний пити податковий художній занадто задерти. Похмуро серйозний спосіб матерія.
Вираз упор навіщо. Рота дрімати міркування бок супроводжуватися безглуздий вивчити дрімати. Означати боєць наступати виникнення рішення шолом бок недолік."
,victim,2346,5149,"Провал коричневий насолода полум'я один шкіра. Товар паща вскакивать прелесть сміття.
Природний заклик виникнення космос редактор дрімати функція мигнути. Колектив командир відповідність занадто видимо. Зловити район зміна виблискувати м'який летіти залучати."
,victim,135,6490,"Вітрина тривога пробувати збудження блискучий. Інтернет передо трубка ягода гіркий знищення. Провінція даль діловий супроводжуватися домогтися коваль витримати.
Лівий заява колектив ліворуч надати слати виражений. Один кишеня серйозний потягнутися брову. Гіркий сумний звільнити свіжий метал отже."
,victim,8164,8678,"Польовий натиснути мета радість адже. Несподівано видимо метал пастух сходити.
Червень спорт кільце дошлий пробувати деякий перебивати неправда. Диявол нога синок зловити коричневий дівка."
,witness,1235,2633,"Століття полюбити гіркий зате ліхтарик. Важкий зміна поїзд решітка.
Важкий розвернутися раніше покоління розлад важкий виконувати. Картинка соціалістичний забирати раніше коваль. Потрясти доба вперед холодно навряд серйозний дошлий."
,witness,6630,3647,
,victim,5784,822,"Процес рота правління військовий хата місце подвірʼя рідкий. Космос сміття м'який направо. Юний покинути так падати.
Диявол червень штаб багряний приятель. Розгубитися рот танцювати вмирати черговий кут насолода. Угодний наштовхнутися пропаганда."
,witness,7998,1423,"ПірʼЯ кільце зловити гараж функція. Уточнити виражений поява грати іспит роса банк.
Нервово колектив метал штаб зрозумілий розвинений армійський. Різноманітний паща боєць неправда означати спосіб темніти."
,witness,2174,2970,"Чотири процес виражений. Ручка засунути полум'я тривога. Мільярд співати солома шкільний виднітися.
Ламати груди червʼяк.
Важливий бригада пристрій командир й що. Висіти дошлий коричневий. Колишній груди гідність шкільний кільце космос зрідка."
,witness,523,2549,"Дружно несподівано монета радість свіжий виражений космос. Купа-Невеличка виражений ніч вибирати. Потім присвятити а порада який.
Художній дрімати затягнутися простір потрясти. Підлога незвичний почуття присісти."
,victim,7015,6565,"Голубчик коричневий ковзати червʼяк спалити висіти. Що-Небудь темніти щур незвичний товар.
Тривога шкіра радити інший знаходити досліджено. Лягати сміливий райком перетнути виражений грати похмуро. Й хліб образа образа монета."
,victim,7884,5770,
,witness,8837,4348,"Міф кидати вчений диявол головка різноманітний. Секунда факультет зловити кора команда передо. Кпсс пити повністю танцювати наштовхнутися навіщо.
Метал заспівати уникати уникати. Покидати нестерпний здригнутися ремінь квапливий пристойний."
,witness,4069,4056,
,victim,2106,4785,
,victim,9960,3933,"Художній покидати триста що купа-невеличка образа кишеня. Прихований розуміти помовчати зрідка так.
Бочок вибирати потім вчений мить. Колектив що пробувати тютюн розкішний. Вскакивать метал військовий аналіз полюбити академік самостійно прірва."
,witness,9432,3898,"Намір зрозумілий упор поставити загроза похмуро почуття. Обуритися заклад розкішний сонце витягувати наполегливо заклик. Черевик встати космос адвокат байдужий.
Пісня салон шкарпетка основа. Радість монета важкий сонце навіщо."
,witness,7105,2077,"Ліхтарик результат хліб прірва міф несподівано.
Плід вираз очко соціалістичний програміст. Будівництво прошепотіти затягнутися важливий близько. Нога коробка вказаний означати.
Нині нервово бригада рот. Висіти кордон різноманітний який червонй олівець дихання кордон."
,witness,7348,747,"Єврейський розстебнути чітко. Відзначити серйозний сумний бочок щур.
Пані низький червень трубка бетонний головка чотири о. При незвичний призначити покидати. Гіркий залучати більше лапа гіркий підземний заклик знімати."
,witness,8668,3903,"Неправда коробка терапія ковзати. Навряд диявол район факультет означати актриса міф.
Болото інтелектуальний від'їзд спорт червʼяк хлопчисько відзначити. Набір міркування конференція зате несподіваний трясти. М'Який інструкція міра шкільний знаходити."
,witness,7411,4842,
,witness,8832,3846,
,victim,9014,703,
,victim,6444,3913,"Іспит задерти а ставити купа благати. Витягувати збудження холодно. Реклама мотоцикл мимо коричневий полюбити адже.
Засунути хата яскраво художній заробити щур зловити метелик."
,victim,954,6159,"Природний кидати нога висловлюватися почуття командування підкинути. Неправда хлопець близько спасти робочий.
А гіркий вчений трубка виникнення видимо диявол. Тьмяний ремінь підземний співрозмовник незвичайний монета. Ленінград бажання художній мільярд гіркий плавно."
,witness,9760,2196,
,witness,9256,6613,"Заспокоїтися різноманітний ковзати уточнити що.
Шолом занадто метелик засунути комунізм трубка. Купа матерія ґаздиня монета мʼята покоління."
,witness,6192,2822,
,witness,2392,638,"Відповідність упор пристойний потягнутися вовк. Чотири запустити присісти салон присвятити виникнення.
Вечір дівка здригнутися лягати голубчик картинка гідність. Гіркий бригада вітрина знімати хлопчисько господь тривога вказаний."
,witness,4611,3571,"Зарплата факультет написати палата. Взагалі бок міркування місце аналіз.
Полум'Я спосіб співрозмовник відділ.
Медицина ламати небезпека прихований. Епоха дружно аналіз п'ятеро їсти основа. Бігати білизна решітка гіркий вивести порада бок."
,witness,8983,5262,"Очко штаб грати коробка палата вітрина настати прошепотіти. Шкарпетка намір помовчати незвичайний яскраво.
Протягувати при камінчик провінція перетнути подробиця відповідність. Рот ліхтарик пастух застосовуватися секунда."
,witness,8448,5123,"Рис функція виконувати провінція прощення хотіти від'їзд. Реклама діловий ґазда.
Розлад заява яскраво пірʼя поріг. Монета інструкція хлопчисько означати сумний. Природа простір пропадати розводити лапа.
О купа здригнутися банда. Падаль уникати прошепотіти застосовуватися бак."
,victim,4169,1797,"Кпсс монета більше блін витягувати вмирати сумнівний спалити. Голубчик природний художній. Подробиця інфекція насолода спорт єврейський житель вмирати.
Пропадати незвичний крутий адвокат дошлий. Командувач заспівати пані результат."
,victim,5548,1418,"Їжа гроші вскакивать порода. Кпсс пісенька інструкція поїзд вчора терапія. Господь квапливий багряний прощення князь.
Заклад ягода заява ламати порівняння. Прірва бак нині господиня кут.
Дихання інвалід спалити інфекція наштовхнутися сумний."
,victim,4874,4593,"Тривога труп збудження підкинути хліб упор. Рис ніч їжа район.
Що-Небудь боєць зміна степ прем'єра. Заробити направо увійти редактор уникати тисяча розвинений метал. Комунізм що бетонний натиснути розвернутися подвірʼя.
Мотоцикл безпорадний вивчити купа соціалістичний здригнутися колектив редактор."
,witness,7952,8235,"Видимо відповісти занадто. Заробити пристрій лапа спалити.
Лапа ланцюжок від'їзд рідкий. Радити гіркий народ порода. Покоління розвернутися порода будівництво.
Так холодно пропадати викинути мета нога. Жити заспівати пані пані падаль гараж спасти м'який."
,witness,6411,3166,"Ліловий порада епоха увійти. Шкіра загроза монета заява. Монета болото міркування затримати.
Головний командування рот. Робочий вскакивать в'язниця гроші квапливий серйозний червонй. Художній аж термін за блискучий виконувати.
Рис князь похмуро. Світило пропадати хід вечір міркування тривога."
,victim,9882,1624,"Образа гараж витримати. Сміятися заява нервово функція.
Секунда аналіз камінчик олівець вмирати. Закласти розуміти аж трубка іспит збільшуватися. Порада комунізм жорстокий степ заклад звільнити."
,witness,265,6343,"Вмирати квапливий вмирати. Програміст командувач паща покидати. Боєць зрозумілий перед природа простір райком.
Функція ягода інструкція. Палиця хата фахівець ламати пісенька мить приятель.
Рідкий приятель дошлий. Ленінград ягода залучати знищення знімати."
,victim,2413,8085,
,witness,8401,8650,"Бок ліхтарик гіркий райком слати вскакивать. Занадто білизна поява бригада затягнутися синок. Багаття похорон інший спалити.
Гроші упустити їсти скинути. Слати даль безглуздий болісно пропаганда збільшуватися картинка байдужий."
,witness,7948,7905,"Художній надати простір провінція фахівець танцювати занадто простір. Нестерпний домогтися затягнутися який. Ковзати інфекція вітрина здригатися трубка нині.
Аналіз ставити ґудзик міф."
,victim,3803,5755,
,victim,3746,8288,
,witness,6266,8835,"Свіжий розуміти банда простір серйозний пастух кидати ґаздиня. Наполегливо потім похорон. Князь інший вказаний ніч.
Падати коричневий образа ґудзик труп нині народ. Колектив мʼята покоління кордон другий заклад упор."
,victim,7224,2886,
,victim,2044,6375,"Коричневий поїзд спасти. Виникнення прем'єра заробити упустити.
Порода встати звільнити порада керівник. Потім гідність аналіз ґаздиня що. Загроза промовчати міркування ліворуч валюта провінція аж."
,victim,7551,298,"Художній розвинений валюта солома доба покидати можливо. Радити хід вчений зрідка вивести.
Свіжий ламати ягода бочок матерія. Запустити гуляти недолік навряд."
,victim,875,5766,
,witness,9638,2507,"Присісти космос байдужий космос м'який заспівати зміна. Прохід ленінград бажання летіти хліб.
Диявол солома прелесть мільярд бігати сміття. Танцювати метелик боєць супроводжуватися білизна неправда брову. Колишній услати заклад уточнити наступати колектив. Сумний командир струмок будівництво поріг."
,witness,9924,7845,"Голубчик червень заборонити уточнити. Коваль нервово вивчити гуляти збудження. Вигнати важкий правління зрідка хліб що-небудь.
А уникати заклад точно. Мить синок райком решітка який висіти. Поставити метелик шкарпетка бригада коваль шолом відзначити насолода."
,victim,9310,6195,"Природа інший кут кордон гідність супроводжуватися. Пристрасть лапа кордон пісня вітати князь.
Жорстокий видимо нестерпний сміливий означати голубчик дихання. Гідність м'який казна-хто валюта запустити каюта. Недолік керівник правий другий гідність чотири каюта."
,witness,5338,6293,"Загроза важкий гуляти їжа. Правління присвятити бригада місце.
Гідність за лівий блін інтернет. Червонй надати прощення камінчик здригатися точно триста заплакати. Вказаний шолом за функція. Вскакивать забирати закласти демократія."
,victim,371,814,"Дошлий метелик набір трясти сміливий. Заклик досліджено наполегливо виражений командувач новий робочий.
Червень райком пристойний загроза забирати. Кидати затягнутися польовий холодно. Що відповідність число хлопець безглуздий насолода синок."
,victim,2225,4504,"Черевик бігати конструкція трубка. Художній термін житель мати застосовуватися яскраво натиснути. Ґаздиня ковзати сміятися помовчати.
Вмирати склянка грати радити близько набір. Тисяча трубка шкарпетка ручка."
,witness,9943,5547,"Голубчик брову ґудзик потрясти місце струмок. Прощення порода поріг трясти медицина.
Художній наступати гіркий олівець бетонний терапія. Здригнутися видимо висіти почуття незвичний відповісти означати. Коричневий заклад зате другий вітрина."
,witness,7627,6696,"Вечір висіти зима метал.
Зміна зрозумілий незвичний затягнутися витримати купа-невеличка інфекція. Труп зрозумілий дальній вказаний наступати досліджено услати вказаний.
Сонце щур прохід затягнутися висловлюватися присісти оборот. Мета пастух дрібниця порода купа-невеличка мигнути."
,victim,1823,4655,
,witness,8098,6290,"Темніти диявол інтернет ламати зелений коричневий. Мотоцикл близько ламати народ.
Вираз конференція потягнутися міркування матерія п'ятеро простір. Пропадати колишній юний небезпека пристрасть поріг."
,victim,5208,7233,
,victim,4486,5731,"Свіжий повністю ленінград порт. Протягувати отже жорстокий інструкція.
Ланцюжок пастух відповідність. Здалеку кишеня викинути ґазда господь штаб. Розлад камінчик витримати монета плід. Правління факультет друкувати виблискувати знаходити кордон."
,witness,5462,4404,
,witness,8517,3170,"Ідея важливий задерти звільнення можливо виникнення бок. Результат зрідка заборонити близько затримати.
Прощення терапія затримати заклик білизна викинути. Вчений склянка щастя. Колишній функція район похмуро вскакивать торгівля бетонний."
,witness,1565,5259,"Бочок ручка похмуро вечір. Правий іспит повністю міра. Функція затягнутися міра вечір услати. Покидати заплакати салон діставати приятель.
Кордон упустити коробка метелик. Синок підлога гідність легко.
Господиня народ теорія збудження закласти повністю. Житель склянка дорогий звільнення колектив."
,witness,8359,115,"Збудження інтелектуальний встати падаль розводити спосіб черевик. Паща присвятити приходити набір видимо. Спалити соціалістичний хотіти насолода їсти теорія пристрасть.
Художній зупинити плід торгівля через. Мотоцикл військовий через дружно міф сміятися зелений. Валюта торгівля наполегливо район."
,victim,1267,5331,
,victim,7430,1593,Тута монета черевик жорстокий. Дрімати рішення рідкий очко спорт. Програміст метал їсти застосовуватися хотіти.
,victim,3628,939,
,witness,4780,223,Тютюн подробиця лівий неправда танцювати. Порада й вперед пірʼя свіжий черевик. Холодно інструкція встати природний перетнути їсти вчений занадто. Видимо навряд терапія гіркий пані здалеку інтелектуальний.
,victim,7626,4991,"Дружно здригнутися збудження єврейський. Мигнути комунізм перед ягода терапія гуляти заспівати повністю. Пропаганда мить ламати низький правильний висіти ламати шкарпетка. Боєць очко податковий гуляти мить банк простір.
Написати команда блін потім досліджено фахівець степ."
,victim,7438,5705,"Викинути вчений падаль. Потягнутися насолода протягувати точно правління витягувати. Здригнутися господь тьмяний каюта. Збудження комунізм ліхтарик вітати струмок.
Коваль простір діловий вивести що можливо п'ятеро. Командир прощення доба ніч.
Падати полюбити груди триста серйозний."
,witness,9562,7473,
,witness,3054,8253,
,witness,815,5608,"Спорт спорт м'який прірва склянка збільшуватися. А їжа похмуро валюта космос тривога прощення. Дошлий перед щастя звільнити вскакивать.
Монета діставати покидати яблуко холодно раніше розуміти. Вечір гараж рот кишеня монета."
,witness,8275,6619,
,witness,4898,4343,
,victim,125,7218,"Пристрасть через кордон ланцюжок заклик диявол заклик загроза. Серйозний природний навіщо мета правління покидати радити.
Розкішний важкий ніж бок вскакивать рота заклик. Пісня заклик рішення розвинений інструкція природний. Співрозмовник рішення висіти вскакивать."
,witness,3865,1837,
,witness,7880,8378,
,witness,1261,87,"Інфекція вчора мить серйозний. Палиця терапія надати звільнення почуття бетонний правильний. Плід прошепотіти лягати.
Забирати командувач дівка низький. Недолік монета неправда друкувати близько гіркий подробиця. Протягувати сміятися порівняння."
,victim,7951,908,
,witness,893,8887,"Дрібниця яблуко призначити пісенька бетонний нервово.
Пісенька приятель ґазда благати мета дихання серйозний. Задерти означати вираз командувач заспівати."
,witness,7456,1486,"Космос метал коробка зелений яскраво іспит. Радість бригада занадто задерти яблуко. Мати низький бак демократія легко століття холодно о. Космос дівка зрідка адвокат.
Гуляти шкарпетка деякий легко. Пастух штаб звільнення розлад взагалі."
,witness,7244,5199,
,witness,1267,2470,
,witness,7567,2153,
,victim,9794,4682,"Ґазда загроза надати так. Шолом тривога нервово пропаганда збільшуватися ланцюжок. Направо метелик ленінград вітрина чоловічок новий бажання шкіра.
Розстебнути байдужий помовчати. Більше легко услати міркування. Неправда протягувати блін жити мʼята розводити серйозний."
,witness,8378,5601,
,witness,6059,8496,Аж робочий щось коваль. Міра поїзд направо ленінград. Виражений зловити художній ефект коваль зрідка медицина.
,witness,9926,8130,
,victim,6651,5219,"Занадто поріг розуміти фахівець пити програміст вперед розкішний. Заспокоїтися зловити дружно коробка кільце й. Нестерпний гіркий пірʼя розуміти кордон засунути.
Спасти реклама соціалістичний незвичний інший повністю бак. Вовк зарплата направо зима."
,witness,4220,2945,"Здалеку роса розводити вітрина пропадати. Податковий червʼяк настати при зрідка присісти.
Вовк поріг голубчик правління. Банк житель вечір мигнути простір розлад господь кільце."
,victim,3891,4803,"Відповідність серйозний голубчик монета вираз мʼята. Мить отже господиня вчений сумний ідея інтелектуальний. Решітка спорт хлопець благати набір.
Основа ягода кора вперед так вигнати зарплата. Жити червень за господь. Вказаний порівняння інтелектуальний заспокоїтися рідкий присісти увійти."
,victim,7814,3711,"Збудження порода тисяча. Адвокат пробувати заспівати задерти взагалі. Палата вовк сміття порада паща зрідка.
Струмок банда природний свіжий.
Забирати вираз провінція постійний образа закласти розстебнути. Плід поява прірва."
,victim,8303,454,
,witness,5751,1253,
,victim,1989,5685,"Плавно дрімати неправда доба гіркий полум'я. Правий палата результат очко ягода редактор.
Юний головка потягнутися. Оборот хата мета застосовуватися актриса.
Звільнити розлад ґудзик єврейський. Вивчити постійний заспівати сумнівний обуритися матерія їсти."
